num,family,status,shape,P_adopted_h,P_phot_h,fourier_order,T0_jd,amp_folded_mag,rms_resid_mag,n_pts,n_sessions,jd_first,jd_last,span_days,cycles_covered,low_confidence,n_apparitions,amp_per_apparition,amp_last_apparition,source,alcdef_T0_jd,alcdef_amp_folded_mag,dT0_h,damp_mag,discrepant
2122,Beltwide,CONFIRMED,2P,8.9016,4.4508,4,2460208.7270987635,0.14958990345499606,0.36751312894458704,16631,2,2460208.356146366,2460259.4033769034,51.047230537515134,137.6307105352255,False,1,2460235.032:0.150,0.14958990345499765,alcdef+raw,2460208.73307305,0.16946986296596522,-0.14338288083672523,-0.01987995951096916,False
2124,Beltwide8,CANDIDATE,2P,3.1227,1.56135,3,2459361.957190772,0.3319629156578851,0.0843352220669006,3541,2,2458900.2861255286,2459389.0984828006,488.8123572720215,3756.8439409896937,False,2,2458921.432:2.129;2459374.631:0.229,0.22882212918242492,raw,,,,,
2168,Beltwide4,CANDIDATE,2P,7.353,3.6765,2,2459525.9655068032,0.30587042749245286,0.2886574161148041,2429,1,2459525.956621928,2459550.3960090894,24.439387161284685,79.7695215382609,False,1,2459540.546:0.305,0.3046664848085766,raw,,,,,
2211,Ledger-v17,CONFIRMED,2P,227.792,113.896,4,2461011.808035748,0.18592188400387022,0.30708078041756376,13028,2,2459228.758433466,2461045.3983548353,1816.6399213694967,191.39986528441702,False,2,2459241.075:0.180;2461028.803:0.298,0.29799359722633445,raw,,,,,
2300,Koronis,CONFIRMED,2P,4.286,2.143,3,2459509.67048262,0.2439412930561447,0.35386653334445556,6043,3,2459509.5084182452,2459578.3966297493,68.88821150409058,385.7482678717158,False,1,2459539.451:0.244,0.24394129305614629,alcdef+raw,2459509.58128,0.2393070838112541,2.1408628821372986,0.004634209244890608,True
2350,Beltwide2,CONFIRMED,2P,6.032,3.016,2,2459526.157235639,0.17636587040206309,0.20552037940813295,5477,2,2459525.994748639,2459577.957630356,51.962881716899574,206.74886624761103,False,1,2459551.308:0.176,0.17636587040206478,alcdef+raw,2459526.031318,0.1767761610319265,-3.00997666117549,-0.000410290629863419,True
2352,Beltwide3,CANDIDATE,2P,41.181,20.5905,2,2460585.666996716,0.2945949569294684,0.057023011748078445,9729,2,2459255.4108471745,2460609.397576901,1353.986729726661,789.094036410963,False,2,2459255.463:nan;2460596.898:0.295,0.294886715715599,raw,,,,,
2366,Ledger-v16,CANDIDATE,2P,4.204,2.102,3,2460208.9403744414,0.2729195816277704,0.09137410327059059,8609,1,2460208.7765936083,2460232.6977528217,23.921159213408828,136.5622790489562,False,1,2460220.745:0.273,0.27291958162776886,raw,,,,,
2401,Ledger-v16,CANDIDATE,2P,153.6872,76.8436,5,2459449.552252624,0.4992063768426339,0.19934936352480367,2290,1,2459447.7016025907,2459472.279088048,24.57748545706272,3.8380532078761624,False,1,2459461.562:0.499,0.49920637684262503,raw,,,,,
2451,Beltwide,CONFIRMED,2P,138.364,69.182,3,2460816.8946762695,0.33829398159248025,0.2704098527896229,10654,3,2459447.698592263,2460829.3968602107,1381.6982679478824,239.66319585115477,False,2,2459472.859:0.472;2460820.143:0.470,0.4698280614176243,alcdef+raw,2460816.9119719164,0.3269730170181312,-0.4150955267250538,0.011320964574349057,False
2465,Beltwide8,CANDIDATE,1P,16.4918,16.4918,3,2460234.9587573856,0.23045361507026002,0.518502302956417,8480,2,2459312.5432365513,2460259.3848705376,946.841633986216,1377.9089738942494,False,2,2459318.559:0.386;2460245.948:0.426,0.4258917210190092,raw,,,,,
2488,Ledger-v16,CANDIDATE,1P,44.2385,44.2385,3,2459088.4117098167,0.25725125427097273,0.11084463903385111,2662,1,2459088.251345254,2459112.598809063,24.347463808953762,13.208836904842846,False,1,2459100.285:0.257,0.25725125427097484,raw,,,,,
2514,Ledger-v16,CANDIDATE,1P,2.5337,2.5337,2,2459552.448658879,0.34601963394091184,0.3183295328187572,1867,1,2459552.2898198334,2459570.360763838,18.070944004692137,171.17364175419792,False,1,2459562.061:0.346,0.3460196339409158,raw,,,,,
2521,Beltwide4,CANDIDATE,2P,41.58,20.79,2,2458790.987807326,0.6105617797104481,0.09757106925252967,745,1,2458790.682021076,2458814.390570332,23.708549255970865,13.684588315134699,False,1,2458803.244:0.611,0.6105617797104483,raw,,,,,
2538,Beltwide5,CONFIRMED,2P,53.422,26.711,6,2459449.9000350945,0.4541212161004831,0.4540446375588036,4600,2,2459447.6986035113,2459498.8897312433,51.191127731930465,22.99777368062467,False,1,2459472.211:0.454,0.45412121610049544,alcdef+raw,2459449.900035583,0.4533349622438618,-1.1723488569259644e-05,0.0007862538566212884,False
2553,Beltwide4,CONFIRMED,1P,5.374,5.374,2,2459645.8562793904,0.18950455900001575,0.11023231015583795,1602,1,2459645.7096139737,2459664.3138801237,18.604266149923205,83.08566944513527,False,1,2459655.409:0.190,0.18950455900001614,alcdef+raw,2459645.856391375,0.1893543656967384,-0.00268762931227684,0.0001501933032773406,False
2601,Beltwide3,CANDIDATE,ambiguous,191.52,191.52,5,2460615.9364506532,0.49213292042741785,0.14587585223738803,10829,2,2459281.223740502,2460635.3972626673,1354.1735221655108,169.69593009592867,False,2,2459293.670:0.523;2460622.876:0.498,0.49773179124924194,raw,,,,,
2690,Beltwide4,CONFIRMED,1P,2.66,2.66,3,2460823.386196421,0.05719950157187442,0.8453845262953685,20130,6,2459116.0082436753,2460933.3975219238,1817.3892782484181,16397.49724735415,False,3,2459129.381:0.121;2459546.018:0.123;2460904.414:0.065,0.06495223082538921,alcdef+raw,2460823.43801075,0.07308747155892588,-1.2435438930988312,-0.015887969987051456,True
